"market","name","status","operator","address","google_maps_url","website","description","services_overview","services_specs","power_mw","whitespace_sqm","building_size_sqm","ups_redundancy","cooling_redundancy","standby_power_redundancy","tier_design","iso27001","iso22301","soc2","mantrap_entry","cctv","biometric_access","card_access","fire_suppression","onsite_security_staff","onsite_technical_staff","construction_type","meet_me_room","office_space","ixp_count","network_providers","url"
"Aalborg","Edora Jutland","Planned","Edora A/S","Mariagervej 58B, 9500 Hobro, Denmark","N/A","","Edora Jutland is a 2-10MW data center located in Hobro, Denmark, developed by Edora A/S in partnership with Eurowind Energy. This facility is integrated within the Eurowind Energy Park, which comprises three wind turbines (3.6MW), solar cells (8MW), and a 10.8MW/43.2MWh battery energy storage system (BESS). The BESS serves as a backup, replacing traditional diesel generators. The data center aims to support enterprise AI, Edora Cloud, and managed IT services, while also offering a sustainable op","","","10 MW","","","","","","","","","","","","","","","","","","","","","","https://www.datacentermap.com/denmark/aalborg/edora-jutland/"
"Aalborg","Netic NOVI","Operational","Netic A/S","Alfred Nobels Vej 25, NOVI Science Park, Building 7, DK-9220 Aalborg Ø, Denmark","https://www.google.com/maps/@55.6604482,12.3037645,15.89z?entry=ttu&g_ep=EgoyMDI2MDQyNi4wIKXMDSoASAFQAw%3D%3D","https://www.netic.dk/en/hosting-eng/","Netic operates a specialized data center within the NOVI Science Park in Aalborg, Denmark, designed to support cloud-native workloads, platform operations, and secure hosting solutions.

This facility serves as part of Netic’s broader strategy to deliver resilient IT platforms across multiple fault-tolerant zones within Denmark.","Private Cabinets; Partial Cabinets; Individual Servers; Public Cloud Servers","","","","","","","","","","","","","","","","","","","","","","","","https://www.datacentermap.com/denmark/aalborg/netic-novi/"
"Silkeborg","JN Data Silkeborg","Operational","JN Data","Frichsvej 18, 8600 Silkeborg, Denmark","https://www.google.com/maps/@55.6604482,12.3037645,15.89z?entry=ttu&g_ep=EgoyMDI2MDQyNi4wIKXMDSoASAFQAw%3D%3D","https://www.jndata.dk","JN Data’s data center was significantly expanded in 2017 to meet the evolving demands of Denmark’s financial sector. The facility now includes 1,200 square meters equipped with advanced technology designed for scalability, performance, and high availability. The center supports a wide array of backend operations critical to banking and financial services, with an emphasis on fast response times and secure infrastructure.

Energy efficiency and environmental responsibility are central to the data","Suites; Cages; Private Cabinets; Partial Cabinets","","","1200 sq.m.","","","","","","","","","Yes","","","","","","","","","","","","https://www.datacentermap.com/denmark/silkeborg/jn-data-silkeborg/"
"Silkeborg","itm8 Silkeborg DC","Operational","itm8","Vejlsøvej 51, 8600 Silkeborg, Denmark","N/A","https://itm8.dk/it-virksomhed/silkeborg","State-of-the-art newly built Datacenter in the heart of Denmark. Using latest technology for the highest uptime, and green energy efficient performance.

Providing services ranging from complete outsourcing at the application layer through Virtual Servers, dedicated servers, racks, cages and footprints flexibilty is key at our datacenter. As a small company every customer get the attention they need and deserver, and our main priority is maintaining our high standards of service.

Please contact","Cages; Footprints; Private Cabinets; Partial Cabinets; Individual Servers; Remote Hands; Bare Metal Servers; Public Cloud Servers","","","","","","","","","","","","","","","","","","","","","","","","https://www.datacentermap.com/denmark/silkeborg/sotea-dc/"
"Kolding","Telia Kolding","Operational","Telia Company","Kokbjerg 7, 6000 Kolding, Denmark","N/A","https://www.telia.fi/business/data-center-services/data-center","","Suites; Cages; Footprints; Private Cabinets; Partial Cabinets; Remote Hands","","","","","","","","","","","","","","","","","","","","","","","","https://www.datacentermap.com/denmark/kolding/telia-kolding/"
"Kolding","GlobalConnect Kolding","Operational","GlobalConnect","Kokbjerg 8, 6000 Kolding, Denmark","https://www.google.com/maps/@55.6604482,12.3037645,15.89z?entry=ttu&g_ep=EgoyMDI2MDQyNi4wIKXMDSoASAFQAw%3D%3D","https://globalconnect.dk","","Suites; Cages; Footprints; Private Cabinets; Partial Cabinets","","","","","","","","","","","","","","","","","","","Retrofitted","","","","2","https://www.datacentermap.com/denmark/kolding/global-connect-kolding/"
"Odense","Meta Odense Data Center","Operational","Meta","Krogslundvej 140, 5220 Odense, Denmark","https://www.google.com/maps/@55.6604482,12.3037645,15.89z?entry=ttu&g_ep=EgoyMDI2MDQyNi4wIKXMDSoASAFQAw%3D%3D","https://datacenters.atmeta.com/wp-content/uploads/2025/02/Metas-Odense-Data-Center.pdf","Located in Odense, Denmark, the Meta Odense Data Center provides Meta with a strategic location within Europe. This facility is designed for scalability, with ample power capacity to support expanding operations. Sustainability is a key pillar of the Odense Data Center, highlighted by its goal of 100% renewable energy sourcing and innovative heat reuse programs.","","","","","","","","","","","","","","","","","","","","","","","","","https://www.datacentermap.com/denmark/odense/meta-odense-data-center/"
"Odense","GlobalConnect Odense","Operational","GlobalConnect","Blangstedgaardsvej 8, 5220 Odense SOE, Denmark","https://www.google.com/maps/@55.6604482,12.3037645,15.89z?entry=ttu&g_ep=EgoyMDI2MDQyNi4wIKXMDSoASAFQAw%3D%3D","https://globalconnect.dk","","Suites; Cages; Footprints; Private Cabinets; Partial Cabinets","","","","","","","","","","","","","","","","","","","","","","","","https://www.datacentermap.com/denmark/odense/globalconnect-odense/"
"Falster","GARBE Falster","Planned","GARBE Data Centers","Rigavej 1, Business Park Falster, 4840 Noerre Alslev, Denmark","N/A","","GARBE Data Centers is developing GARBE Falster, a significant AI data center campus located in Business Park Falster, Noerre Alslev, Denmark. The project is situated adjacent to the E47 highway. GARBE has entered a conditional purchase agreement for 35 hectares of land. Upon successful acquisition and fulfillment of conditions, the plan is to construct a data center campus with a projected power capacity of up to 350 MW.

This development is anticipated to create substantial employment opportuni","","","350 MW","","","","","","","","","","","","","","","","","","","","","","https://www.datacentermap.com/denmark/falster/garbe-falster/"
"Skive","Skive Data Center","Planned","CA DataCenter","Greenlab 56, 7860 Spøttrup, Denmark","N/A","","The Skive Data Center, located in GreenLab's green industrial park in Spøttrup, Denmark, is a 100 MW IT-load facility developed by CA Group. This significant investment aims to integrate large-scale digital infrastructure into a flexible, electrified energy system.

The data center is purpose-built for AI and high-performance computing workloads, with a facility size of 45,000 m². It directly integrates with GreenLab's renewable microgrid and sector-coupled infrastructure, enabling real-time fle","","","100 MW","","45000 sq.m.","","","","","","","","","","","","","","","Purpose-built","","","","","https://www.datacentermap.com/denmark/skive/skive-data-center/"
"Toender","WNB Tønder","Operational","WNB A/S","Fabriksvej 1, 6270 Tønder, Denmark","https://www.google.com/maps/@55.6604482,12.3037645,15.89z?entry=ttu&g_ep=EgoyMDI2MDQyNi4wIKXMDSoASAFQAw%3D%3D","https://wnbgruppen.dk","We're a small datacenter located in Tønder, Denmark. We have space for 36 racks and we also have space for your business. We offer IP services and IP transit. You can also purchase IP transit directly from any of the carriers present in our datacenter.

Even though we're small we're of course still equipped with emergency power (UPS and generator). We have multiple entrypoints in the building for the carriers. Our cooling systems is redundant and scaled with further expansion in mind.","Private Cabinets; Partial Cabinets; Individual Servers; Remote Hands; Bare Metal Servers","","","","","","","","","","","","","","","","","","","","","","","4","https://www.datacentermap.com/denmark/toender/wnb-toender/"
"Herning","DLX.DK Data Center","Operational","DLX ApS","Hammershusvej 16C, 7400 Herning, Denmark","https://www.google.com/maps/@55.6604482,12.3037645,15.89z?entry=ttu&g_ep=EgoyMDI2MDQyNi4wIKXMDSoASAFQAw%3D%3D","https://dlx.dk/datacenter","
[X] 24/7 access
[ ] 24/7 staff on side
[ ] 24/7 security guard(s)
[X] Remote hands available
[X] Automatic fire suppression
[X] Environmental Monitoring
[X] Video surveillance
[X] Alarm system
[X] Aircondition
[X] Generator
[X] UPS

Services:
[ ] Rental of suites/rooms
[ ] Rental of cages
[X] Rental of foot prints
[X] Rental of racks
[X] Hosting of individual servers
[X] Dedicated servers
[X] Virtual servers
[ ] Office space

Connectivity:
Redundant Fiber connections from TDC and Telia","Footprints; Private Cabinets; Partial Cabinets; Individual Servers; Remote Hands; Bare Metal Servers; Public Cloud Servers","","","","","","","","","","","","","","","Yes","","","","","","","","","https://www.datacentermap.com/denmark/herning/dlx-dk/"
"Viborg","Apple Foulum Data Center","Operational","Apple","Hobro Landevej 8, 8830 Tjele, Denmark","https://www.google.com/maps/@55.6604482,12.3037645,15.89z?entry=ttu&g_ep=EgoyMDI2MDQyNi4wIKXMDSoASAFQAw%3D%3D","https://en.wikipedia.org/wiki/Foulum_Data_Center","","","","","","166,000 sq.m.","","","","","","","","","","","","","","","","","","","","https://www.datacentermap.com/denmark/viborg/apple-tjele-data-center/"
